ADR name,Web Mean AUC,Paper Mean AUC,Positive Count
Opportunistic_infection,0.512184,-,17.0
Serum_sickness-like_reaction,nan,-,1.0
Acute_myocardial_infarction,nan,-,6.0
Trichotillomania,nan,-,1.0
Flat_affect,nan,-,1.0
Affect_lability,nan,-,7.0
Torticollis,0.527924,-,21.0
Sensation_of_heaviness,nan,-,7.0
Disorders_of_urea_cycle_metabolism,nan,-,
Leiomyoma,0.333223,-,15.0
Suicidal_tendency,nan,-,
Parathyroid_tumour,nan,-,0.0
Haemorrhage_intracranial,0.37952,-,21.0
Salivary_gland_swelling,nan,-,
Iris_adhesions,nan,-,1.0
Spontaneous_bruising,nan,-,
Avascular_necrosis_femoral_head,nan,-,
Palpitations,0.759182,-,291.0
Hearing_impaired,0.767683,-,105.0
Ulcer_haemorrhage,nan,-,6.0
Epidermolysis,nan,-,5.0
Esophageal_erosions,nan,-,
Cholecystitis_acute,nan,-,3.0
Pancreatitis_chronic,nan,-,0.0
Dysphagia,0.776862,-,187.0
Pain_burning,nan,-,
Urethritis,0.513501,-,12.0
Lip_burning_sensation_of,nan,-,
Ventricular_tachycardia,0.850097,-,87.0
Sudden_infant_death_syndrome,nan,-,3.0
Glomerulosclerosis,nan,-,6.0
Melanodermia,nan,-,
Eyebrow_loss_of,nan,-,
Loss_of_libido,0.657483,-,23.0
Cancer_pain,nan,-,5.0
Neuroblastoma,nan,-,1.0
Pneumocystis_carinii_infection,nan,-,
Corneal_staining,nan,-,
Prostate_infection,nan,-,1.0
Neuritis,0.766603,-,92.0
Pustular_psoriasis,nan,-,10.0
Skin_maceration,nan,-,1.0
Chromatopsia,nan,-,9.0
Pancreatitis_acute,0.478856,-,31.0
Fanconi_syndrome,nan,-,2.0
Yellow_skin,nan,-,2.0
Nasal_itching,nan,-,
Sluggishness,nan,-,9.0
Dysfunction_thyroid,nan,-,
Chest_pressure_sensation_of,nan,-,
Renal_carcinoma,nan,-,
Muscle_tightness,nan,-,10.0
Bloodshot_eye,nan,-,
Creatinine_renal_clearance_decreased,nan,-,7.0
Systemic_lupus_erythematosus,0.869048,-,78.0
Throat_swelling,nan,-,
Aggression,0.824192,-,87.0
Megacolon,0.341582,-,11.0
Ageusia,0.812992,-,76.0
Eruptive_xanthoma,nan,-,
Angiitis_necrotising,nan,-,
Cerebrovascular_insufficiency,nan,-,1.0
Paranoid_delusions,nan,-,
Cholelithiasis,0.811413,-,66.0
Fat_intolerance,nan,-,1.0
Adenovirus_infection,nan,-,1.0
Bronchospasm_paradoxical,nan,-,8.0
Plaque_psoriasis,nan,-,
Black_hairy_tongue,nan,-,
Embolism_arterial,nan,-,1.0
Impaired_gastric_emptying,nan,-,8.0
Violent_behavior,nan,-,
Steatorrhoea,nan,-,2.0
Protein_total_decreased,nan,-,3.0
Balanitis,0.581017,-,12.0
Balanoposthitis,nan,-,6.0
Rash_scaly,nan,-,
Erythropoietic_protoporphyria,nan,-,
Serum_iron_decreased,nan,-,
Porphyria_acute,nan,-,4.0
Bipolar_disorder,nan,-,5.0
Salivary_duct_obstruction,nan,-,1.0
Porphyria_cutanea_tarda,nan,-,
Short-term_memory_loss,nan,-,
Normochromic_anemia,nan,-,
Evans_syndrome,nan,-,3.0
Abdominal_hernia,nan,-,0.0
Vasodilation,nan,-,
Umbilical_hernia,nan,-,1.0
Skin_papilloma,0.548912,-,18.0
Meningoencephalitis,nan,-,
Intestinal_cramps,nan,-,
Toxic_skin_eruption,nan,-,2.0
Empyema,nan,-,0.0
Infection_parasitic,nan,-,5.0
Pseudomonal_sepsis,nan,-,1.0
Oesophageal_stenosis,nan,-,9.0
Varices_oesophageal,nan,-,4.0
Left_atrial_hypertrophy,nan,-,1.0
Elderly,0.569203,-,25.0
Oesophageal_spasm,nan,-,7.0
Oesophageal_perforation,nan,-,3.0
Dilatation_atrial,nan,-,0.0
Stent_occlusion,nan,-,
Intussusception,nan,-,1.0
Oesophagitis,0.777206,-,153.0
Reflux_oesophagitis,nan,-,
Digestion_impaired,nan,-,
Gallbladder_polyp,nan,-,0.0
Gangrenous_cholecystitis,nan,-,
Lipids_abnormal,nan,-,3.0
Global_amnesia,nan,-,
Ovarian_hyperstimulation,nan,-,
Cutis_anserina,nan,-,
Sensation_of_warmth,nan,-,
Protein-losing_gastroenteropathy,nan,-,1.0
End_stage_cancer,nan,-,
Photopsia,0.348996,-,18.0
Irritation_gum,nan,-,
Motor_tic,nan,-,
Keratosis_pilaris,nan,-,0.0
Wasting_generalized,nan,-,
Urethral_syndrome,nan,-,1.0
Water_intoxication,nan,-,7.0
Transplant_rejection,nan,-,8.0
Vascular_graft_occlusion,nan,-,0.0
Bladder_diverticulum,nan,-,0.0
Intertrigo_candida,nan,-,2.0
Hyperuricosuria,nan,-,3.0
Ear_disorder,0.672206,-,42.0
Bronchiectasis,nan,-,1.0
Goitre,0.647097,-,34.0
Defaecation_urgency,nan,-,3.0
Gastrooesophageal_reflux_disease,0.791663,-,75.0
Epicondylitis,nan,-,3.0
Pseudomonas_infection,nan,-,2.0
Crocodile_tears_syndrome,0.546225,-,17.0
Sputum_increased,0.492798,-,18.0
Anal_inflammation,nan,-,1.0
Intervertebral_disc_disorder,nan,-,3.0
Intervertebral_disc_protrusion,nan,-,2.0
Benign_neoplasm,nan,-,10.0
Platelet_count_decreased,0.68702,-,43.0
Nausea,0.810474,-,660.0
Eczema,0.781505,-,145.0
Ectropion,nan,-,3.0
Spermatogenesis_arrest,nan,-,
Nephropathy,0.883726,-,63.0
Prostatic_hyperplasia,nan,-,
Calculus_of_kidney,nan,-,
Vaginal_haemorrhage,0.809248,-,72.0
Renal_cortical_necrosis,nan,-,1.0
Osteogenesis_imperfecta,nan,-,1.0
Acute_coronary_syndrome,nan,-,7.0
Ovarian_cyst,0.688646,-,20.0
Fallot's_tetralogy,nan,-,1.0
Ovarian_carcinoma,nan,-,
Nasal_disorder,nan,-,3.0
Uterine_enlargement,nan,-,3.0
Hyperventilation,0.842202,-,65.0
Urination_impaired,nan,-,
Sore_nose,nan,-,
Skin_haemorrhage,nan,-,4.0
Regurgitation,0.42359,-,14.0
Cataract_cortical,nan,-,5.0
Myxoedema,nan,-,2.0
Panic_attack,0.544008,-,11.0
Clonus,nan,-,5.0
Phosphatase_alkaline_increased,nan,-,
Endometrial_cancer,nan,-,8.0
Disorder_periosteal,nan,-,
Conjunctival_disorder,nan,-,4.0
Mouth_irritation,nan,-,
Salivary_gland_pain,nan,-,1.0
Buccoglossal_syndrome,nan,-,6.0
Blood_urea_increased,0.844152,-,97.0
Organising_pneumonia,nan,-,8.0
Bronchopneumopathy,nan,-,1.0
Aneurysm_ruptured,nan,-,0.0
Hepatic_function_abnormal,0.757654,-,205.0
Subjective_visual_disturbances,nan,-,
Gastrointestinal_perforation,0.46535,-,16.0
Staggering_gait,nan,-,
Globulins_increased,nan,-,2.0
Onychia,nan,-,
Peripheral_gangrene,nan,-,
Gamma-glutamyltransferase_increased,0.714167,-,38.0
Sterility,nan,-,
Stuttering,nan,-,
Diarrhoea,0.770738,-,560.0
Gamma_globulins_increased,nan,-,
Congenital_foot_malformation,nan,-,2.0
Cerebration_impaired,nan,-,
Encephalopathy,0.825645,-,67.0
Choreoathetosis,0.68083,-,23.0
Neuritis_retrobulbar,nan,-,
Immune_reconstitution_syndrome,nan,-,
Essential_hypertension,nan,-,3.0
Frequent_headaches,nan,-,
Tranquillisation_excessive,nan,-,
Tumour_flare,nan,-,6.0
Hyperlipidaemia,0.815643,-,67.0
Myopathy,0.806869,-,87.0
Antibody_test_positive,nan,-,2.0
Carcinoma_papillary_thyroid,nan,-,
Muscle_atrophy,0.602179,-,14.0
Growth_hormone_deficiency,nan,-,1.0
Anal_fissure,nan,-,2.0
Genital_ulceration,nan,-,2.0
Bone_marrow_aplastic,nan,-,
Neuropathy_peripheral,0.771286,-,230.0
Anus_disorder,nan,-,
Rhabdomyolysis,0.825983,-,75.0
Fistula,nan,-,7.0
Serum_creatinine_increased,nan,-,
Periostitis,nan,-,2.0
Infusion_related_reaction,nan,-,1.0
Intestinal_ischaemia,nan,-,6.0
Fall,nan,-,2.0
Lipodystrophy,nan,-,
Localized_osteoarthritis,nan,-,
Constipation,0.784975,-,415.0
Oculogyric_crisis,0.776295,-,26.0
Photophobia,0.797301,-,97.0
Agitation,0.773128,-,242.0
Folliculitis,0.851327,-,68.0
Mood_swings,0.766886,-,149.0
Apathy,0.852088,-,62.0
Pain_in_arm,nan,-,
Syphilis,nan,-,2.0
Developmental_coordination_disorder,nan,-,1.0
Post-traumatic_stress_disorder,nan,-,1.0
Stress,nan,-,4.0
Iron_deficiency_anaemia,0.529857,-,13.0
Chondrocalcinosis,nan,-,1.0
Small_cell_lung_cancer_stage_unspecified,nan,-,
Oral_herpes,nan,-,6.0
Pain_localised,nan,-,
Hyperlipoproteinemia,nan,-,
Lens_disorder,0.69354,-,26.0
Binge_eating,nan,-,2.0
Anoxia,nan,-,4.0
Temperature_intolerance,0.672201,-,11.0
Rhinitis_perennial,nan,-,6.0
Tingling_sensation,nan,-,
Limb_reduction_defect,nan,-,3.0
Cognitive_disorder,0.53605,-,23.0
Superficial_phlebothrombosis,nan,-,
Obsessive_thoughts,nan,-,2.0
Supernumerary_nipple,nan,-,1.0
Dementia,0.522352,-,27.0
Serum_potassium_decreased,nan,-,
Burkitt's_lymphoma,nan,-,5.0
Staring,nan,-,0.0
Sinus_disorder,nan,-,6.0
Serum_calcium_decreased,nan,-,
Blood_glucose_decreased,0.497563,-,21.0
Insulin_resistance,nan,-,2.0
Depression,0.757686,-,52.0
Tumour_lysis_syndrome,0.742971,-,20.0
Enlargement_abdomen,nan,-,
Reactive_depression,nan,-,
Lymphadenitis,nan,-,7.0
Gas_pain,nan,-,
Pancreatitis_necrotising,nan,-,4.0
Pancreatitis_haemorrhagic,0.475192,-,14.0
Carcinoma_in_situ,nan,-,1.0
Carcinoma,nan,-,
Blepharitis_allergic,nan,-,1.0
Carcinoid_tumour,nan,-,1.0
Cerebral_arterial_aneurysm,nan,-,
Papule,0.48659,-,11.0
Scleral_hyperaemia,nan,-,3.0
White_blood_cell_count_increased,0.455769,-,14.0
Migraine_with_aura,nan,-,1.0
Neck_swelling,nan,-,
Peritoneal_infection,nan,-,
Abortion_spontaneous,0.650689,-,14.0
Frequent_bowel_movements,0.359515,-,11.0
Casts_urinary_hyaline,nan,-,
Shoulder_pain,nan,-,
Urine_flow_decreased,nan,-,4.0
Scrotal_haematoma,nan,-,0.0
Benign_neoplasm_of_skin,0.488306,-,13.0
Palmar-plantar_erythrodysaesthesia_syndrome,nan,-,6.0
Alkaline_phosphatase_serum_increased,nan,-,
Retinal_artery_embolism,nan,-,1.0
Albuminuria,0.780113,-,87.0
Cushing's_syndrome,0.987378,0.9944,12.0
Phosphorus_low,nan,-,
Athetoid,nan,-,
Urethral_disorder,nan,-,7.0
Hepatic_cyst,nan,-,1.0
Dehydration,0.785289,-,146.0
Pharyngeal_erythema,nan,-,1.0
Tracheo-oesophageal_fistula,nan,-,3.0
Developmental_glaucoma,nan,-,0.0
Cerebral_artery_embolism,nan,-,4.0
Transient_ischaemic_attack,0.748581,-,44.0
Hydrops_foetalis,nan,-,2.0
Cerebral_infarction,0.602403,-,26.0
Tracheal_disorder,nan,-,1.0
Retinal_vascular_disorder,nan,-,6.0
Cerebral_palsy,nan,-,0.0
Tracheitis,nan,-,5.0
Pregnancy_test_positive,nan,-,7.0
Tracheobronchitis,nan,-,6.0
Orthostatic_hypotension,0.778369,-,169.0
Grimacing,nan,-,3.0
Prothrombin_time_shortened,nan,-,6.0
Urine_output,0.572946,-,24.0
Reticulocytosis,nan,-,5.0
Miosis,0.75878,-,30.0
Left_ventricular_systolic_dysfunction,nan,-,
Spermatozoa_abnormal,nan,-,2.0
Eyelid_oedema,0.50855,-,16.0
Abnormal_faeces,0.426393,-,18.0
Corneal_deposits,0.540287,-,12.0
Nephrogenic_diabetes_insipidus,nan,-,7.0
Agoraphobia,nan,-,2.0
Hereditary_disorder,nan,-,10.0
Hereditary_angioedema,nan,-,1.0
Lower_respiratory_tract_infection,0.47696,-,26.0
Cognitive_impairment,nan,-,
Pigmentation_disorder,0.781193,-,56.0
Blood_pressure_abnormal,nan,-,1.0
Renal_colic,nan,-,9.0
Dissociation,0.751943,-,44.0
Breast_discomfort,nan,-,4.0
Leptomeningeal_metastases,nan,-,
Systemic_mycosis,nan,-,1.0
Scleral_haemorrhage,nan,-,3.0
Bacterial_prostatitis,nan,-,0.0
Pseudolymphoma,nan,-,4.0
Serum_sickness,0.720229,-,48.0
Cheilosis,nan,-,2.0
Jaundice_hepatocellular,nan,-,2.0
Erection_increased,nan,-,1.0
Nail_dystrophy,nan,-,1.0
Cholecystitis,0.793346,-,53.0
Hyperexcitation,nan,-,
Neuroretinitis,nan,-,
Nausea_postoperative,nan,-,
Protein_urine_absent,nan,-,1.0
Repetitive_strain_injury,nan,-,1.0
Renal_anemia,nan,-,
Atrioventricular_dissociation,nan,-,6.0
Explosive_personality_disorder,nan,-,
Erosive_oesophagitis,nan,-,2.0
Hepatic_adenoma,nan,-,2.0
Thyrotropin_high,nan,-,
Seroma,nan,-,0.0
Rash_pustular,0.76564,-,43.0
Breast_tenderness,0.706618,-,25.0
Skin_test_positive,0.929211,0.9773,21.0
Blood_pressure_diastolic_increased,nan,-,0.0
Kyphosis,nan,-,0.0
Dermatitis_bullous,0.797539,-,88.0
Hepatic_enzyme_increased,0.782585,-,97.0
Vulval_abscess,nan,-,2.0
Ventricular_bigeminy,nan,-,
Dysarthria,0.776662,-,81.0
Uterine_cramps,nan,-,
Paroxysmal_nocturnal_haemoglobinuria,nan,-,1.0
Malignant_histiocytosis,nan,-,0.0
Abnormal_platelets,nan,-,
Non-sustained_ventricular_tachycardia,nan,-,
Respiration_irregularity,nan,-,
Cold_hands_&_feet,nan,-,
Polyarthropathy,nan,-,
Neuralgia,0.779044,-,77.0
Proctocolitis,nan,-,0.0
Proctitis,0.61689,-,21.0
Allergic_contact_dermatitis,nan,-,
Chest_pain,0.719894,-,329.0
Pleuritic_pain,nan,-,8.0
Photocontact_dermatitis,nan,-,
Chest_wall_pain,nan,-,
Biliary_sludge,nan,-,
Allergic_skin_reaction,nan,-,
Delayed_gastric_emptying,nan,-,
Thrombophlebitis_superficial,nan,-,5.0
Cardiac_fibrillation,0.761701,-,153.0
Chronic_interstitial_nephritis,nan,-,
Pseudofolliculitis_barbae,nan,-,0.0
Creatinine_low,nan,-,
Tumour_pain,nan,-,6.0
Low_density_lipoprotein_increased,nan,-,5.0
Meibomianitis,nan,-,0.0
Shutdown_renal,nan,-,
Blood_urea_decreased,nan,-,1.0
Breast_infection,nan,-,
Abortion_missed,nan,-,3.0
Bladder_discomfort,nan,-,0.0
Echocardiogram_abnormal,nan,-,4.0
Blood_pressure_systolic_increased,nan,-,2.0
Haemorrhoidal_haemorrhage,nan,-,2.0
Cyclophoria,nan,-,
Uterine_cancer,nan,-,2.0
Oral_fungal_infection,nan,-,0.0
Prostatic_specific_antigen_decreased,nan,-,0.0
Specific_gravity_urine_increased,nan,-,0.0
Melanosis,nan,-,5.0
Capillary_leak_syndrome,nan,-,4.0
Dependence_on_opiates,nan,-,
Streptococcal_infection,nan,-,1.0
Malignant_melanoma,0.59654,-,25.0
Musculoskeletal_chest_pain,0.439454,-,13.0
Progressive_supranuclear_palsy,nan,-,1.0
Impatience,nan,-,1.0
Polymyalgia_rheumatica,0.689782,-,12.0
Potassium_deficiency,nan,-,
Numbness,nan,-,
Pneumonia,0.728284,-,228.0
Infection_mixed,nan,-,
Excessive_flatulence,nan,-,
White_blood_cells_urine_positive,nan,-,5.0
Ceruminosis,nan,-,
Muscle_contractions_involuntary,0.546427,-,34.0
Amblyopia,0.820663,-,76.0
Cardiac_failure_acute,nan,-,3.0
Cardiac_failure_chronic,nan,-,1.0
After-cataract,nan,-,
Visual_evoked_potentials_abnormal,nan,-,1.0
Oral_pruritus,nan,-,2.0
Venous_insufficiency,nan,-,4.0
Increased_thirst,nan,-,
Tremor_muscle,nan,-,
Onychomycosis,nan,-,7.0
Pernicious_anaemia,nan,-,0.0
Refractory_anaemia,nan,-,
Sickle_cell_anaemia,nan,-,1.0
Sideroblastic_anaemia,nan,-,1.0
Sprue,nan,-,
Cardiac_enzymes_increased,nan,-,1.0
Peptic_ulcer_reactivated,nan,-,
Vaginal_irritation,nan,-,
Hereditary_fructose_intolerance,nan,-,1.0
Altered_state_of_consciousness,nan,-,3.0
Dysphemia,nan,-,6.0
Nephritic_syndrome,nan,-,2.0
Trembling,nan,-,
Reflex_sympathetic_dystrophy,nan,-,
Absolute_neutrophil_count_decreased,nan,-,
Tracheostomy_infection,nan,-,1.0
Psychosomatic_disease,nan,-,2.0
Vascular_pseudoaneurysm,nan,-,2.0
Hemianopia,nan,-,7.0
Genital_itching_female,nan,-,
Chemical_conjunctivitis,nan,-,
Polyserositis,nan,-,3.0
Aggressive_reaction,nan,-,
Eosinophilic_myocarditis,nan,-,3.0
Bilateral_cataracts,nan,-,
Pain_in_jaw,0.687012,-,25.0
Feces_bloodstained,nan,-,
Gastrointestinal_disorder,0.735356,-,253.0
Bleeding_time_prolonged,0.600224,-,26.0
Congenital_tongue_anomaly,nan,-,0.0
Eyelids_pruritus,nan,-,3.0
Premature_delivery,nan,-,1.0
Eyelid_pain,nan,-,2.0
Wound_secretion,nan,-,2.0
Dermatitis_contact,0.802713,-,120.0
Breast_disorder_female,nan,-,7.0
Subconjunctival_hemorrhage,nan,-,
Dermatitis_atopic,0.602455,-,30.0
Rickets,nan,-,1.0
Dandruff,nan,-,3.0
Subdural_effusion,nan,-,0.0
Blood_culture_positive,nan,-,3.0
Toxic_shock_syndrome,nan,-,1.0
Cardiac_murmur,0.570182,-,18.0
Colorectal_cancer_metastatic,nan,-,2.0
Renal_infarct,nan,-,3.0
Breast_pain_male,nan,-,
Secondary_adrenal_insufficiency,nan,-,
Cardiomegaly,0.829658,-,45.0
Cardiac_failure,0.767597,-,237.0
Cardiac_failure_congestive,0.813829,-,171.0
Laryngitis,0.791858,-,81.0
Benign_vaginal_neoplasm,nan,-,1.0
Right_ventricular_failure,nan,-,3.0
Tachyarrhythmia,0.582961,-,11.0
Coagulation_necrosis,nan,-,
Muscle_spasticity,nan,-,8.0
Unintended_pregnancy,0.596022,-,13.0
Monarthritis,nan,-,2.0
Muscle_relaxation,nan,-,
Muscle_rigidity,0.830237,-,72.0
Collagen_disorder,nan,-,5.0
Colitis_ulcerative,0.432941,-,16.0
Substance_abuse,nan,-,3.0
Brain_cancer_metastatic,nan,-,1.0
Taste_peculiar,nan,-,
Taste_bitter,nan,-,
Sleepy,nan,-,
Reye's_syndrome,nan,-,1.0
Abdominal_distress,nan,-,
Urolithiasis,nan,-,
Pustule,nan,-,
Sexual_dysfunction,0.608202,-,40.0
Furunculosis,nan,-,
Vaginal_odour,nan,-,1.0
Petechiae,0.822639,-,86.0
Quadriplegia,nan,-,9.0
Pneumothorax,0.552962,-,22.0
Heart_pounding,nan,-,
Hyperkalaemia,0.793829,-,94.0
Metastases_to_liver,nan,-,4.0
Anovulation,nan,-,
Atonic_urinary_bladder,nan,-,4.0
Anorexia,nan,-,
Lumbar_disc_lesion,nan,-,
Anosmia,0.480775,-,18.0
Mastocytic_leukaemia,nan,-,1.0
Skin_fragility,nan,-,4.0
Lenticular_deposits,nan,-,
Fungal_infection,0.79081,-,64.0
Acute_myeloid_leukaemia,0.86328,-,16.0
Wound_dehiscence,nan,-,3.0
Tongue_paralysis,nan,-,4.0
Insufficiency_renal,nan,-,
Nasal_pain,nan,-,
Prothrombin_level_decreased,0.432541,-,18.0
Conduction_disorder,0.483719,-,17.0
Renal_cell_carcinoma,nan,-,1.0
Generalized_urticaria,nan,-,
Squamous_cell_carcinoma,0.424372,-,20.0
Burning_sensation_in_eye,nan,-,
Non-small_cell_lung_cancer,nan,-,2.0
Nasal_oedema,nan,-,5.0
Neutropenic_infection,nan,-,4.0
Left_ventricular_dysfunction,0.547119,-,12.0
Muscle_mass,0.934488,0.9732,21.0
Hepatic_lymphoma,nan,-,
Breast_malformation,nan,-,1.0
Back_distress,nan,-,
Thrombosis_leg,nan,-,
Acral_erythema,nan,-,
Vitreous_floaters,0.677144,-,18.0
Antepartum_haemorrhage,nan,-,
Tetany,0.425434,-,20.0
Conjunctivitis_papillary,nan,-,
Dysaesthesia,0.502333,-,28.0
Cachexia,0.542892,-,25.0
Status_epilepticus_grand_mal,nan,-,
Neutropenia,0.843134,-,226.0
Abdominal_pain_generalised,nan,-,
Red_blotches,nan,-,
Cardiovascular_disorder,0.804282,-,78.0
Hypoxia,0.811818,-,73.0
Conjunctivitis_infective,nan,-,1.0
Anterior_ischemic_optic_neuropathy,nan,-,
Emotional_disorder,0.467551,-,12.0
Hepatic_fibrosis,nan,-,4.0
Rectal_discharge,nan,-,2.0
Speech_disorder,0.823249,-,81.0
Ache_wrists,nan,-,
Tenderness_muscle,nan,-,
Glycosylated_haemoglobin_increased,nan,-,1.0
Joint_contracture,nan,-,1.0
"Disorders_of_fluid,_electrolyte_and_acid-base_balance",nan,-,
Fluid_imbalance,nan,-,1.0
Gestational_hypertension,nan,-,2.0
Scleroderma,nan,-,10.0
Pharyngolaryngeal_pain,nan,-,
Cardiac_syncope,nan,-,
Temporal_arteritis,nan,-,1.0
Blood_pressure_fluctuation,nan,-,8.0
Dental_plaque,nan,-,6.0
Conjunctival_oedema,0.796654,-,17.0
Dry_eye,0.798105,-,99.0
Apgar_score_low,nan,-,1.0
Cyst,0.803075,-,74.0
Absence_congenital,nan,-,
Urinary_tract_disorder,0.778275,-,123.0
Intestinal_stoma_complication,nan,-,
Thinking_abnormal,0.730907,-,84.0
Bradypsychic_response,nan,-,
Suicide_attempt,0.489225,-,36.0
Suicide,nan,-,
Leukocytosis,0.791207,-,98.0
Hypoprothrombinaemia,nan,-,7.0
Water_retention,nan,-,
Keratitis,0.797628,-,71.0
Hypotension,0.752057,-,387.0
Caecitis,nan,-,2.0
Urinary_tract_pain,nan,-,1.0
Epigastric_distress,nan,-,
Serous_retinal_detachment,nan,-,
Pulmonary_lymphoma,nan,-,
Platelet_count_normal,nan,-,0.0
Deafness_bilateral,nan,-,6.0
Fibroadenoma_of_breast,0.376113,-,12.0
Malabsorption,nan,-,5.0
Exacerbation_of_acne,nan,-,
Sinus_arrest,0.603346,-,17.0
Difficulty_focusing_eyes,nan,-,
Hyperbilirubinemia_aggravated,nan,-,
Pemphigoid_reaction,nan,-,
Sepsis_secondary,nan,-,
Discomfort_rectal,nan,-,
Joint_stiffness,0.5466,-,23.0
Respiratory_arrest,0.686591,-,28.0
Polyarthralgia,nan,-,
External_ophthalmoplegia,nan,-,
Dyssomnia,nan,-,1.0
Bladder_spasm,0.819444,-,11.0
Primary_pulmonary_hypertension,nan,-,
Haematological_malignancy,nan,-,5.0
Ventricular_flutter,nan,-,0.0
Muscle_movement_involuntary,nan,-,
Portal_vein_thrombosis,nan,-,4.0
Croup,nan,-,
Chorioretinitis,nan,-,3.0
Elastosis_perforans,nan,-,8.0
Acanthosis,nan,-,1.0
Hypertonic_bladder,nan,-,3.0
Myocardial_depression,nan,-,1.0
Oral_infection,nan,-,2.0
Foot_infection,nan,-,
Conjunctival_cyst,nan,-,1.0
Anisocytosis,nan,-,2.0
Alanine_aminotransferase_decreased,nan,-,2.0
Ileitis,nan,-,5.0
Enuresis,0.509116,-,17.0
Endometrial_thickening,nan,-,
Accommodation_disorder,0.653017,-,24.0
Peritoneal_adhesions,nan,-,1.0
Paraesthesia_hand,nan,-,
Scotoma_of_blind_spot_area,nan,-,
Inguinal_hernia,nan,-,6.0
Calcium_low,nan,-,
Hand_pain,nan,-,
Intoxication,nan,-,
Essential_tremor,nan,-,0.0
Ammonia_increased,nan,-,1.0
Suicidal_ideation,0.805219,-,40.0
Histiocytosis,nan,-,0.0
Herpes_simplex,0.793317,-,109.0
Corneal_disorder,nan,-,3.0
Corneal_oedema,nan,-,9.0
Recurrent_urinary_tract_infection,nan,-,
Corneal_opacity,0.530695,-,17.0
Large_intestinal_obstruction,nan,-,3.0
Menopause,0.582087,-,21.0
Genital_herpes,nan,-,1.0
Premature_menopause,nan,-,5.0
Viral_diarrhoea,0.574922,-,21.0
Infective_otitis_externa,nan,-,
Atrial_fibrillation,0.775347,-,129.0
Chronic_hepatitis,nan,-,1.0
Induration,0.691461,-,23.0
Sacroiliitis,nan,-,1.0
Cerebral_thrombosis,0.551622,-,13.0
Pain_hunger,nan,-,
Infertility,0.448177,-,18.0
Candida_albicans_infection,nan,-,
Respiratory_alkalosis,nan,-,4.0
Alkalosis,0.788473,-,37.0
Erythromelalgia,nan,-,2.0
Bilateral_renal_artery_stenosis,nan,-,
Photosensitivity_reaction,0.801163,-,217.0
Hyperplasia_erythroid,nan,-,
Leukoderma,0.850695,-,44.0
Skin_hyperpigmentation,0.844064,-,52.0
Gasping,nan,-,
Vascular_resistance_pulmonary_increased,nan,-,0.0
Necrosis,0.755468,-,190.0
Family_stress,nan,-,1.0
Tarry_stools,nan,-,
Mean_arterial_pressure,nan,-,3.0
Aseptic_necrosis_of_bone,nan,-,
Bradyphrenia,nan,-,5.0
Ruptured_ectopic_pregnancy,nan,-,1.0
Osteonecrosis_of_jaw,nan,-,4.0
Retrograde_ejaculation,nan,-,3.0
Localised_oedema,nan,-,4.0
Oedema,0.711721,-,515.0
Glucose_tolerance_abnormal,nan,-,
Cold_sweat,0.414166,-,16.0
Drug_interaction,0.815933,-,77.0
Facial_paralysis,nan,-,
Facial_pain,nan,-,5.0
Bone_disorder,0.541402,-,42.0
Hyponatraemic,nan,-,
Chloasma,0.680776,-,13.0
Facial_neuralgia,nan,-,1.0
Uric_acid_level_increased,nan,-,
Taste_salty,nan,-,
Pneumonia_aspiration,0.657035,-,11.0
Feeling_hot,0.6267,-,32.0
Iridocyclitis,0.838942,-,14.0
Soft_stools,nan,-,
Erysipelas,nan,-,2.0
Dysuria,0.77409,-,199.0
Candida_sepsis,nan,-,0.0
Blood_in_stool,nan,-,
Stinging_skin,nan,-,
Paranoia,0.813306,-,57.0
Paralysis,0.742337,-,107.0
Bronchospasm_aggravated,nan,-,
Anaphylactic_shock,0.744231,-,283.0
Blood_urea_abnormal,nan,-,2.0
Vaginal_pain,nan,-,
Burning_feeling_vagina,nan,-,
Vaginal_discomfort,nan,-,
Wound_infection,0.457147,-,14.0
Low_set_ears,nan,-,1.0
Gastrointestinal_neoplasm_malignant,nan,-,
Anaemia_haemolytic_autoimmune,nan,-,
Anaemia_macrocytic,nan,-,7.0
Volume_plasma_increased,nan,-,
Renal_cyst,nan,-,5.0
Anaemia_megaloblastic,0.554468,-,15.0
Dyshidrosis,nan,-,
Adrenocortical_insufficiency_acute,nan,-,0.0
Open_angle_glaucoma,nan,-,0.0
Renal_abscess,nan,-,1.0
Breast_abscess,nan,-,3.0
Breast_microcalcification,nan,-,
Red_blood_cell_count_increased,nan,-,3.0
Menometrorrhagia,nan,-,9.0
Amenorrhea_secondary,nan,-,
Irritable_bowel_syndrome,0.408543,-,19.0
Thyroid_adenoma,nan,-,1.0
Irritability,0.763643,-,114.0
Haematuria,0.757556,-,208.0
Ovarian_haemorrhage,nan,-,1.0
Catheter_infection,nan,-,
Catheter_sepsis,nan,-,
Hypersomnia,0.379126,-,15.0
Mastitis,0.373078,-,23.0
Transfusion_reaction,nan,-,4.0
Nervousness,0.769565,-,272.0
Mastocytoma,nan,-,1.0
Lipoatrophy,nan,-,6.0
Bilateral_hydronephrosis,nan,-,
Pregnancy_disorder,nan,-,
Pregnancy_test_false_positive,nan,-,6.0
Nervous_system_disorder,0.762413,-,167.0
Genital_itching_male,nan,-,
